"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,51.79602,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,49.96608,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,49.89719,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,47.26454,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,48.46805,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,48.6041,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,46.53011,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,45.36216,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,44.05812,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,45.36977,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,46.31815,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,48.71697,,
"AUT","Austria","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,50.4062,,
"BEL","Belgium","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,42.56759,,
"BEL","Belgium","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,44.53978,,
"BEL","Belgium","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,46.87301,,
"BEL","Belgium","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,45.03699,,
"BEL","Belgium","ENT7","Gender gap in self-employed earnings","ALL","All","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,41.82096,,
