"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",2.71973,
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",2.646056,
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",2.574894,
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",2.494601,
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",2.572186,
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",2.351757,
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",2.414784,
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",2.404291,
"CAN","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",2.502185,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","1997",5.504417,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","1998",5.628805,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","1999",5.79977,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2000",5.740146,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2001",5.688484,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2002",5.50675,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2003",5.793942,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2004",5.524819,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2005",5.031634,"B"
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2006",5.435586,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2007",5.096947,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2008",4.808681,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2009",5.020348,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2010",4.959128,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2011",4.863143,"B"
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2012",4.524655,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2013",4.390795,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2014",4.751221,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2015",4.716777,
"CZE","SELFEMPWEMP","MEN","PC_EMP","A","2016",4.166667,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",2.17779,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",2.24091,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",2.14139,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",2.189961,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",2.142717,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",2.119348,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",2.133202,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",2.08724,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",1.981461,"B"
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",2.217918,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",1.855128,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",1.845106,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",1.922522,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",1.754897,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",1.79307,"B"
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",1.746368,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",1.834775,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",1.618001,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",1.787782,
"CZE","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.551826,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","1995",6.177091,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","1996",5.889768,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","1997",5.687335,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","1998",6.31299,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","1999",6.190115,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2000",6.565586,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2001",6.376307,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2002",6.123591,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2003",5.774076,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2004",5.266815,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2005",5.611641,"B"
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2006",5.825309,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2007",5.657534,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2008",5.633423,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2009",5.840546,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2010",5.275379,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2011",5.287173,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2012",5.221207,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2013",4.804805,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2014",4.898137,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2015",4.872159,
"DNK","SELFEMPWEMP","MEN","PC_EMP","A","2016",4.637601,"B"
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","1995",1.78911,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","1996",1.502347,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",1.62413,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",1.790532,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",1.683176,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",1.48625,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",1.22108,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",1.731465,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",1.997897,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",1.311216,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",1.283464,"B"
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",1.772913,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",1.632402,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",1.655704,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",1.711435,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",1.598871,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",1.655708,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",1.491466,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",1.559392,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",1.600573,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",1.684774,
"DNK","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.767001,"B"
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","1995",4.869497,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","1996",5.706241,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","1997",6.719331,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","1998",5.136564,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","1999",5.74068,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2000",6.080533,"B"
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2001",5.518018,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2002",5.678592,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2003",5.564167,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2004",5.853539,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2005",5.440626,"B"
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2006",5.675632,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2007",5.601578,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2008",5.397243,"B"
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2009",6.058885,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2010",6.036299,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2011",5.724122,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2012",5.85115,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2013",5.945593,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2014",6.189809,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2015",5.977945,
"FIN","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.770486,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","1995",2.264034,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","1996",1.632486,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",2.076263,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",1.993776,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",2.261011,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",2.191217,"B"
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",2.178668,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",2.083694,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",2.406926,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",2.232143,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2005",1.913376,"B"
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2006",2.116719,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2007",2.132483,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2008",1.91574,"B"
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2009",1.915162,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2010",2.066327,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2011",2.136861,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2012",1.853724,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2013",1.735432,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2014",1.912895,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2015",2.048545,
"FIN","SELFEMPWEMP","WOMEN","PC_EMP","A","2016",1.905752,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","1995",6.564964,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","1996",6.544591,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","1997",6.54854,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","1998",6.620543,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","1999",6.441189,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2000",6.127863,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2001",5.940693,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2002",5.778386,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2003",6.184503,"B"
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2004",6.157893,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2005",6.258604,"B"
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2006",6.511502,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2007",6.248932,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2008",6.394452,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2009",6.489031,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2010",6.526548,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2011",6.349798,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2012",6.155895,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2013",6.143327,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2014",6.151935,"B"
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2015",6.071195,
"FRA","SELFEMPWEMP","MEN","PC_EMP","A","2016",5.953531,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","1995",2.217402,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","1996",2.159821,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","1997",2.18042,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","1998",2.163115,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","1999",2.15951,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2000",2.027249,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2001",1.968407,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2002",1.88919,
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2003",2.120809,"B"
"FRA","SELFEMPWEMP","WOMEN","PC_EMP","A","2004",2.187109,
